"TransactionID","itemDescription"
"3176_25-05-2015","bottled beer"
"2568_22-07-2015","pork"
"1856_26-10-2015","root vegetables"
"3859_30-09-2015","canned beer"
"1668_21-08-2015","citrus fruit"
"4499_23-08-2015","pip fruit"
"1753_21-08-2015","root vegetables"
"3829_25-06-2015","tropical fruit"
"4825_08-01-2015","beef"
"3694_10-11-2015","chicken"
"4147_02-01-2015","citrus fruit"
"2196_09-10-2015","meat"
"2229_22-05-2015","cream cheese "
"4724_03-09-2015","citrus fruit"
"3066_11-10-2015","specialty bar"
"1120_08-06-2015","meat"
"4769_22-08-2015","citrus fruit"
"4711_17-09-2015","frankfurter"
"2391_22-06-2015","citrus fruit"
"1216_04-03-2015","turkey"
"3154_14-05-2015","citrus fruit"
"3911_30-07-2015","sausage"
"3111_15-10-2015","newspapers"
"1385_26-11-2015","whole milk"
"1158_21-03-2015","yogurt"
"2733_22-07-2015","yogurt"
"4999_26-12-2015","bottled water"
"2882_12-06-2015","berries"
"2590_25-06-2015","packaged fruit/vegetables"
"4249_04-08-2015","frankfurter"
"3012_03-05-2015","nuts/prunes"
"1533_07-11-2015","citrus fruit"
"1667_12-01-2015","beef"
"4323_13-05-2015","whole milk"
"2087_22-02-2015","other vegetables"
"1853_31-05-2015","beef"
"2157_29-10-2015","fish"
"1136_29-10-2015","other vegetables"
"2049_07-10-2015","tropical fruit"
"3122_02-05-2015","coffee"
"2245_15-05-2015","sausage"
"4746_18-10-2015","meat"
"4224_24-02-2015","chicken"
"4219_19-03-2015","berries"
"2641_01-01-2015","frozen meals"
"3173_25-07-2015","whipped/sour cream"
"2191_19-10-2015","beef"
"4212_07-04-2015","chicken"
"1902_01-12-2015","chicken"
"1347_27-03-2015","beef"
"1578_23-06-2015","packaged fruit/vegetables"
"1264_23-11-2015","sugar"
"4632_30-09-2015","frankfurter"
"3452_01-11-2015","berries"
"4822_10-02-2015","bottled water"
"3987_18-06-2015","sausage"
"1672_07-10-2015","whole milk"
"4864_01-12-2015","ice cream"
"3368_09-03-2015","frankfurter"
"1283_22-09-2015","root vegetables"
"4428_28-06-2015","sausage"
"2577_25-10-2015","sausage"
"1973_24-10-2015","beef"
"3284_23-01-2015","fruit/vegetable juice"
"1905_19-05-2015","sugar"
"2226_09-03-2015","berries"
"1932_04-09-2015","yogurt"
"4506_11-08-2015","pork"
"1843_27-11-2015","bottled beer"
"3973_27-07-2015","curd"
"1651_28-07-2015","beef"
"3997_12-10-2015","pork"
"4796_25-08-2015","white bread"
"1245_24-09-2015","grapes"
"3579_17-08-2015","potato products"
"4387_10-02-2015","root vegetables"
"2496_29-06-2015","chicken"
"3590_28-03-2015","chicken"
"2890_26-04-2015","fish"
"1401_27-01-2015","canned beer"
"3297_21-05-2015","other vegetables"
"2867_23-12-2015","chicken"
"1365_20-05-2015","other vegetables"
"2355_24-07-2015","tropical fruit"
"1170_19-03-2015","whole milk"
"3554_21-03-2015","beef"
"4171_26-01-2015","sausage"
"3963_17-09-2015","whole milk"
"3076_08-12-2015","rolls/buns"
"1629_17-05-2015","citrus fruit"
"1366_30-05-2015","whole milk"
"3677_29-07-2015","pastry"
"2844_21-05-2015","tropical fruit"
"4509_28-09-2015","sliced cheese"
"3245_11-05-2015","soda"
"2294_22-06-2015","ham"
"1234_20-11-2015","salty snack"
"3001_24-12-2015","whole milk"
"3587_05-08-2015","root vegetables"
"2700_22-01-2015","soda"
"3838_14-12-2015","curd"
"4045_22-12-2015","bottled water"
"1858_25-04-2015","packaged fruit/vegetables"
"2280_11-01-2015","tropical fruit"
"2454_06-04-2015","ham"
"4437_09-10-2015","pork"
"1685_30-03-2015","beverages"
"2349_26-02-2015","sausage"
"1463_24-12-2015","sausage"
"3470_19-02-2015","root vegetables"
"4914_29-11-2015","whole milk"
"2448_31-08-2015","frankfurter"
"3387_10-05-2015","soda"
"3167_04-11-2015","soda"
"3175_17-03-2015","frankfurter"
"2678_21-09-2015","berries"
"4627_18-12-2015","canned beer"
"1773_17-10-2015","frankfurter"
"3100_23-05-2015","frankfurter"
"3232_29-05-2015","berries"
"3673_12-08-2015","frankfurter"
"4068_19-11-2015","newspapers"
"2340_07-10-2015","frozen fish"
"1930_01-03-2015","tropical fruit"
"3526_02-06-2015","beef"
"1617_10-02-2015","rolls/buns"
"1028_11-07-2015","specialty chocolate"
"4440_01-12-2015","sparkling wine"
"3554_23-07-2015","citrus fruit"
"1632_15-12-2015","onions"
"1429_07-02-2015","whole milk"
"1225_20-05-2015","photo/film"
"2509_15-07-2015","hamburger meat"
"4945_02-08-2015","other vegetables"
"4342_18-03-2015","whole milk"
"1832_28-09-2015","pork"
"1518_21-06-2015","tropical fruit"
"1512_20-09-2015","chicken"
"4818_20-03-2015","other vegetables"
"4686_19-08-2015","sausage"
"4986_01-02-2015","whole milk"
"2755_06-02-2015","rolls/buns"
"4532_29-11-2015","hygiene articles"
"2070_16-08-2015","ice cream"
"1894_09-05-2015","curd"
"3473_25-01-2015","whole milk"
"2140_28-09-2015","onions"
"3286_23-12-2015","finished products"
"4729_08-04-2015","salt"
"3204_20-02-2015","tropical fruit"
"1574_18-04-2015","other vegetables"
"3361_22-07-2015","chocolate"
"1776_25-02-2015","ice cream"
"2009_11-10-2015","tropical fruit"
"3479_24-03-2015","frankfurter"
"2394_22-11-2015","butter"
"1337_25-12-2015","other vegetables"
"3574_13-06-2015","tropical fruit"
"1727_18-07-2015","citrus fruit"
"1016_05-10-2015","UHT-milk"
"4326_21-01-2015","beef"
"2212_22-09-2015","curd"
"1990_01-08-2015","citrus fruit"
"3836_06-12-2015","yogurt"
"4560_01-07-2015","bottled beer"
"1119_04-02-2015","grapes"
"1379_18-05-2015","pork"
"1658_03-09-2015","sausage"
"2948_16-06-2015","frankfurter"
"1273_04-05-2015","artif. sweetener"
"1155_27-12-2015","frankfurter"
"1672_05-02-2015","pip fruit"
"3841_02-04-2015","frankfurter"
"1683_20-08-2015","whole milk"
"1774_07-08-2015","domestic eggs"
"4441_17-06-2015","packaged fruit/vegetables"
"1929_02-05-2015","chicken"
"1273_31-01-2015","pork"
"2920_11-10-2015","citrus fruit"
"2467_18-04-2015","light bulbs"
"2678_28-11-2015","cream cheese "
"3423_02-06-2015","sausage"
"4223_19-07-2015","citrus fruit"
"2846_23-09-2015","other vegetables"
"4103_26-07-2015","chicken"
"4789_02-05-2015","ice cream"
"4916_26-02-2015","pork"
"2518_03-05-2015","pork"
"2622_07-03-2015","onions"
"4321_29-01-2015","tropical fruit"
"2050_28-06-2015","whipped/sour cream"
"2146_20-06-2015","berries"
"3938_26-05-2015","berries"
"1636_19-09-2015","rolls/buns"
"4694_29-07-2015","ice cream"
"2432_07-07-2015","coffee"
"4937_18-05-2015","whole milk"
"1293_01-03-2015","whole milk"
"2883_17-02-2015","citrus fruit"
"2267_30-01-2015","beef"
"3997_09-06-2015","pork"
"4792_20-07-2015","turkey"
"2292_25-03-2015","margarine"
"1018_23-05-2015","butter milk"
"4922_13-02-2015","beef"
"3151_25-09-2015","bottled water"
"2517_04-07-2015","pip fruit"
"1499_17-05-2015","whole milk"
"4993_21-01-2015","chocolate"
"1606_11-11-2015","frankfurter"
"2918_10-08-2015","whole milk"
"1815_13-01-2015","sausage"
"4524_05-07-2015","grapes"
"1395_11-06-2015","brown bread"
"3456_16-06-2015","root vegetables"
"1597_05-02-2015","UHT-milk"
"2315_02-05-2015","onions"
"4095_29-09-2015","beef"
"3680_24-11-2015","pork"
"2847_23-11-2015","canned beer"
"3426_25-10-2015","yogurt"
"4750_04-08-2015","yogurt"
"1384_09-08-2015","pip fruit"
"3120_09-08-2015","meat"
"1081_25-04-2015","coffee"
"1171_05-05-2015","bottled water"
"4932_08-07-2015","bottled beer"
"4189_11-09-2015","sausage"
"4455_09-09-2015","shopping bags"
"2928_11-02-2015","pork"
"4817_18-03-2015","frankfurter"
"4257_28-06-2015","ice cream"
"4254_20-07-2015","root vegetables"
"4071_19-09-2015","sausage"
"2109_28-10-2015","sausage"
"1412_05-07-2015","root vegetables"
"4088_23-09-2015","canned vegetables"
"4056_20-10-2015","tropical fruit"
"4441_05-05-2015","grapes"
"4363_01-07-2015","whole milk"
"2107_27-11-2015","frankfurter"
"2941_23-02-2015","dessert"
"1497_26-07-2015","shopping bags"
"2211_01-01-2015","butter"
"3510_02-01-2015","frankfurter"
"4074_27-05-2015","pork"
"3190_21-11-2015","whole milk"
"2297_01-03-2015","brown bread"
"3311_01-07-2015","frozen fish"
"3085_21-01-2015","soda"
"3693_16-11-2015","whole milk"
"4859_07-07-2015","pork"
"2125_25-06-2015","whipped/sour cream"
"2261_04-04-2015","frankfurter"
"3679_27-11-2015","grapes"
"4165_18-08-2015","sausage"
"3538_01-03-2015","citrus fruit"
"3913_19-02-2015","ham"
"2336_14-04-2015","chewing gum"
"3549_01-08-2015","beef"
"4434_21-09-2015","beef"
"2854_08-02-2015","other vegetables"
"3413_08-02-2015","frankfurter"
"1780_13-10-2015","canned fish"
"2899_06-09-2015","sausage"
"2106_13-08-2015","bottled water"
"3929_30-07-2015","specialty cheese"
"3857_01-10-2015","bottled water"
"4459_18-12-2015","bottled water"
"4551_28-07-2015","chicken"
"4042_17-12-2015","frankfurter"
"2599_06-05-2015","chicken"
"1045_25-11-2015","chicken"
"4677_24-01-2015","butter"
"1580_14-06-2015","citrus fruit"
"3269_07-10-2015","whipped/sour cream"
"4368_29-01-2015","frankfurter"
"1111_20-11-2015","beef"
"4841_13-09-2015","chicken"
"3047_07-09-2015","sausage"
"4349_14-03-2015","citrus fruit"
"3580_24-11-2015","ice cream"
"2370_18-07-2015","specialty chocolate"
"3094_28-06-2015","frankfurter"
"1146_12-09-2015","pork"
"2287_16-12-2015","UHT-milk"
"3911_23-08-2015","UHT-milk"
"4891_19-04-2015","cookware"
"4837_02-12-2015","citrus fruit"
"4464_21-10-2015","sausage"
"2940_18-10-2015","frankfurter"
"4972_06-02-2015","citrus fruit"
"4890_03-07-2015","ham"
"4295_17-07-2015","ham"
"2729_24-09-2015","bottled water"
"1125_19-11-2015","popcorn"
"1850_11-01-2015","tropical fruit"
"2928_22-09-2015","frankfurter"
"3717_30-05-2015","hamburger meat"
"3809_24-03-2015","soda"
"3437_02-02-2015","sausage"
"1481_17-01-2015","yogurt"
"1050_04-05-2015","meat"
"2918_16-03-2015","red/blush wine"
"4499_08-08-2015","UHT-milk"
"4117_06-01-2015","brown bread"
"1630_22-05-2015","semi-finished bread"
"3715_11-05-2015","whole milk"
"3512_17-11-2015","cat food"
"1197_27-04-2015","citrus fruit"
"3958_04-03-2015","citrus fruit"
"4890_14-09-2015","meat"
"3112_19-05-2015","rolls/buns"
"4502_22-11-2015","root vegetables"
"4719_01-06-2015","tropical fruit"
"1516_28-01-2015","brown bread"
"4281_18-10-2015","shopping bags"
"1566_30-04-2015","grapes"
"4641_29-11-2015","ham"
"2561_26-02-2015","root vegetables"
"2344_17-12-2015","ice cream"
"2643_21-04-2015","tropical fruit"
"3236_09-04-2015","finished products"
"4863_30-12-2015","dessert"
"2264_12-01-2015","sparkling wine"
"3168_20-03-2015","other vegetables"
"1282_18-11-2015","misc. beverages"
"2832_02-11-2015","other vegetables"
"3067_27-11-2015","misc. beverages"
"1847_17-04-2015","dessert"
"3525_14-02-2015","frankfurter"
"1231_14-10-2015","sausage"
"3471_28-03-2015","meat"
"2421_22-11-2015","sausage"
"4092_14-06-2015","onions"
"1577_16-03-2015","beef"
"3463_13-06-2015","pip fruit"
"3518_01-08-2015","ham"
"4325_14-10-2015","yogurt"
"4947_18-11-2015","citrus fruit"
"2194_11-01-2015","other vegetables"
"2868_20-03-2015","pork"
"3211_30-09-2015","bathroom cleaner"
"4537_01-01-2015","ham"
"2243_15-09-2015","grapes"
"2399_21-01-2015","pastry"
"4133_22-01-2015","citrus fruit"
"2937_17-06-2015","photo/film"
"1029_14-03-2015","dessert"
"4384_22-09-2015","citrus fruit"
"3756_22-07-2015","soda"
"1646_19-06-2015","chewing gum"
"3066_30-11-2015","root vegetables"
"1259_27-11-2015","pork"
"2245_28-01-2015","turkey"
"3289_01-03-2015","tropical fruit"
"3742_22-08-2015","sausage"
"4537_09-04-2015","sausage"
"4531_29-09-2015","pork"
"3764_05-10-2015","sausage"
"1581_13-08-2015","grapes"
"2859_11-02-2015","grapes"
"2175_06-03-2015","other vegetables"
"1301_03-11-2015","pot plants"
"3465_01-11-2015","bottled water"
"2203_27-06-2015","prosecco"
"2113_16-08-2015","UHT-milk"
"3072_26-01-2015","bottled water"
"2805_17-08-2015","rolls/buns"
"2511_14-07-2015","specialty chocolate"
"2120_26-01-2015","beef"
"2346_24-04-2015","tropical fruit"
"2071_14-10-2015","beef"
"2610_26-02-2015","rolls/buns"
"3489_18-11-2015","berries"
"3458_13-08-2015","sausage"
"4869_06-02-2015","chicken"
"2580_11-04-2015","sausage"
"3305_24-06-2015","shopping bags"
"3811_24-06-2015","canned beer"
"1782_16-08-2015","soda"
"3050_07-04-2015","yogurt"
"4924_14-09-2015","rolls/buns"
"1480_21-11-2015","rolls/buns"
"3508_15-08-2015","whole milk"
"2545_18-11-2015","citrus fruit"
"3638_06-06-2015","citrus fruit"
"3971_30-12-2015","brown bread"
"4536_06-04-2015","tropical fruit"
"2707_12-06-2015","frankfurter"
"1382_29-09-2015","coffee"
"4648_14-09-2015","ham"
"2699_18-04-2015","other vegetables"
"3119_05-02-2015","sausage"
"4695_09-09-2015","pork"
"4778_24-08-2015","citrus fruit"
"3451_26-04-2015","tropical fruit"
"2221_16-12-2015","other vegetables"
"4217_23-11-2015","pork"
"1334_07-06-2015","chicken"
"2499_22-11-2015","root vegetables"
"3585_21-07-2015","citrus fruit"
"3161_08-11-2015","fruit/vegetable juice"
"2434_06-06-2015","beef"
"4448_06-01-2015","frankfurter"
"4597_13-07-2015","frankfurter"
"4584_09-10-2015","beef"
"1606_10-03-2015","ham"
"3323_12-11-2015","shopping bags"
"1308_14-03-2015","pork"
"1331_07-10-2015","condensed milk"
"2386_30-01-2015","chicken"
"3910_28-02-2015","sausage"
"4274_01-08-2015","bottled beer"
"3101_21-01-2015","chicken"
"4416_23-12-2015","finished products"
"2375_09-12-2015","pork"
"1819_09-09-2015","root vegetables"
"3981_02-10-2015","domestic eggs"
"3553_01-06-2015","domestic eggs"
"3846_28-01-2015","bottled water"
"3037_23-02-2015","cling film/bags"
"3469_09-02-2015","other vegetables"
"1601_09-12-2015","whole milk"
"4040_03-03-2015","sausage"
"3926_07-06-2015","sausage"
"4201_14-10-2015","tropical fruit"
"4274_30-09-2015","frankfurter"
"2665_13-04-2015","frozen potato products"
"3153_08-10-2015","frankfurter"
"2691_07-09-2015","frankfurter"
"4022_31-07-2015","chicken"
"3716_10-11-2015","tropical fruit"
"4537_12-10-2015","bottled beer"
"4875_11-06-2015","citrus fruit"
"3822_25-09-2015","hamburger meat"
"3609_12-12-2015","chicken"
"4428_23-08-2015","pork"
"3947_16-04-2015","rolls/buns"
"2448_17-08-2015","bottled water"
"2688_11-04-2015","sausage"
"3764_24-07-2015","frozen potato products"
"4523_24-08-2015","frankfurter"
"3698_30-08-2015","sausage"
"3898_21-08-2015","tropical fruit"
"1761_02-10-2015","bottled beer"
"2689_11-01-2015","bottled beer"
"1627_11-04-2015","rolls/buns"
"4629_16-11-2015","citrus fruit"
"2790_30-12-2015","yogurt"
"4496_23-01-2015","turkey"
"1934_27-02-2015","soda"
"2513_12-02-2015","canned beer"
"3298_28-01-2015","canned beer"
"4214_20-03-2015","sausage"
"2480_14-08-2015","pork"
"4962_29-03-2015","Instant food products"
"3960_20-06-2015","frankfurter"
"2074_23-01-2015","oil"
"2625_03-10-2015","chicken"
"1557_04-08-2015","beef"
"2007_28-08-2015","dessert"
"2120_07-10-2015","pork"
"4289_08-09-2015","curd"
"2356_31-01-2015","chicken"
"4301_30-09-2015","whipped/sour cream"
"2950_07-02-2015","frankfurter"
"2263_02-07-2015","frankfurter"
"3186_25-11-2015","liver loaf"
"2655_01-07-2015","pork"
"1491_18-06-2015","frankfurter"
"2069_10-02-2015","pork"
"3012_20-09-2015","pork"
"2681_24-02-2015","soda"
"4144_06-11-2015","root vegetables"
"3919_07-10-2015","whipped/sour cream"
"2777_01-06-2015","chocolate"
"4119_09-05-2015","whole milk"
"3597_23-06-2015","pork"
"2110_15-05-2015","coffee"
"3523_19-04-2015","rolls/buns"
"3364_14-09-2015","citrus fruit"
"3759_08-09-2015","citrus fruit"
"4014_15-11-2015","soda"
"3140_27-08-2015","cream cheese "
"2787_24-06-2015","soda"
"2525_16-11-2015","chicken"
"2555_05-12-2015","frozen fish"
"2419_07-04-2015","sausage"
"4257_21-08-2015","beef"
"4267_16-06-2015","ham"
"2364_08-09-2015","chicken"
"4008_04-05-2015","herbs"
"1231_28-06-2015","grapes"
"1651_06-05-2015","tropical fruit"
"1371_11-05-2015","frankfurter"
"2501_09-09-2015","onions"
"1467_02-05-2015","sausage"
"1015_04-05-2015","citrus fruit"
"4697_10-02-2015","hamburger meat"
"2727_30-09-2015","frankfurter"
"3592_10-06-2015","sausage"
"1279_19-07-2015","root vegetables"
"1708_02-04-2015","oil"
"2305_05-01-2015","canned beer"
"3294_03-07-2015","newspapers"
"4147_16-09-2015","pip fruit"
"3850_03-09-2015","coffee"
"1624_22-12-2015","red/blush wine"
"3023_06-05-2015","onions"
"2771_26-08-2015","frankfurter"
"1144_01-04-2015","meat"
"3938_18-05-2015","whole milk"
"4180_07-09-2015","dessert"
"1053_09-07-2015","hamburger meat"
"2671_27-07-2015","chewing gum"
"2001_09-09-2015","bottled water"
"2095_29-09-2015","beverages"
"3245_08-12-2015","whole milk"
"4878_18-04-2015","citrus fruit"
"3489_09-03-2015","tropical fruit"
"3300_25-07-2015","cat food"
"3090_14-02-2015","whole milk"
"4441_18-02-2015","soda"
"1242_18-05-2015","sausage"
"1190_11-06-2015","root vegetables"
"1983_06-07-2015","berries"
"1872_24-08-2015","other vegetables"
"4291_09-12-2015","sausage"
"4400_11-12-2015","beverages"
"1628_05-02-2015","chicken"
"1345_21-03-2015","whole milk"
"2732_02-04-2015","sausage"
"3410_29-10-2015","ham"
"1920_09-02-2015","whole milk"
"3241_20-09-2015","root vegetables"
"2962_26-04-2015","citrus fruit"
"2492_10-04-2015","frankfurter"
"2416_05-11-2015","ice cream"
"1538_08-03-2015","sausage"
"3801_23-10-2015","root vegetables"
"3202_29-09-2015","ham"
"4471_28-02-2015","coffee"
"4939_14-10-2015","citrus fruit"
"2575_13-03-2015","pot plants"
"4419_23-12-2015","other vegetables"
"4217_01-12-2015","whole milk"
"1968_10-01-2015","zwieback"
"3084_12-08-2015","chicken"
"4807_18-06-2015","butter"
"4781_22-11-2015","ham"
"2432_06-10-2015","whole milk"
"2951_05-09-2015","citrus fruit"
"1452_09-05-2015","ham"
"1603_23-07-2015","canned beer"
"4727_21-11-2015","frankfurter"
"4751_19-11-2015","chicken"
"4296_24-01-2015","frankfurter"
"2555_11-11-2015","bottled beer"
"1416_20-06-2015","other vegetables"
"1919_18-08-2015","frozen potato products"
"2069_02-07-2015","chicken"
"4509_23-07-2015","sausage"
"4864_22-07-2015","canned beer"
"1575_04-01-2015","yogurt"
"2969_28-09-2015","frozen meals"
"4301_20-12-2015","canned fruit"
"3855_02-12-2015","butter"
"3202_16-04-2015","yogurt"
"2167_14-03-2015","citrus fruit"
"4148_07-01-2015","meat"
"2517_28-01-2015","root vegetables"
"2840_24-03-2015","frankfurter"
"1212_19-06-2015","tropical fruit"
"2735_01-06-2015","yogurt"
"1212_31-07-2015","root vegetables"
"1324_26-03-2015","yogurt"
"2431_29-06-2015","oil"
"4526_08-06-2015","citrus fruit"
"1662_12-06-2015","beef"
"3802_15-10-2015","citrus fruit"
"2532_08-01-2015","dessert"
"1316_26-03-2015","curd"
"2304_01-07-2015","bottled water"
"1955_13-02-2015","sausage"
"2243_31-01-2015","herbs"
"3859_03-08-2015","dog food"
"3156_02-08-2015","packaged fruit/vegetables"
"4605_23-10-2015","frankfurter"
"1864_27-09-2015","finished products"
"4102_13-05-2015","oil"
"4835_22-05-2015","curd"
"1668_14-03-2015","herbs"
"3130_02-05-2015","sausage"
"1110_20-11-2015","whole milk"
"2240_07-07-2015","sausage"
"4647_17-02-2015","soda"
"3872_07-02-2015","whole milk"
"3184_24-10-2015","root vegetables"
"4623_08-07-2015","sugar"
"2111_25-02-2015","cream cheese "
"3068_19-06-2015","other vegetables"
"4533_21-05-2015","frozen fruits"
